FIPS Code,Social Vulnerability Index (SVI),SVI Category,Percent adults fully vaccinated against COVID-19,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Percent non-Hispanic Other
47049,0.64,High Vulnerability,0.129,0.0153,0.0,0.0055,0.0032,0.0,0.9652,0.010800000000000032
47051,0.38,Low Vulnerability,0.142,0.0339,0.0004,0.0044,0.0452,0.0007,0.8838,0.03159999999999996
47053,0.74,High Vulnerability,0.18,0.0272,0.0037,0.003,0.171,0.0008,0.7665,0.027800000000000047
47055,0.6,High Vulnerability,0.125,0.0253,0.0031,0.0022,0.0967,0.0,0.8413,0.031399999999999983
47057,0.59,Moderate Vulnerability,0.177,0.0334,0.0031,0.0028,0.0045,0.0,0.9395,0.016700000000000048
47059,0.54,Moderate Vulnerability,0.181,0.0289,0.0026,0.004,0.0214,0.0,0.9305,0.012599999999999945
47061,0.87,Very High Vulnerability,0.104,0.0125,0.0098,0.0019,0.0072,0.0,0.8689,0.09970000000000001
47063,0.81,Very High Vulnerability,0.147,0.1171,0.003,0.0086,0.0372,0.0029,0.8147,0.01649999999999996
47065,0.41,Moderate Vulnerability,0.182,0.0565,0.0019,0.0203,0.1892,0.0004,0.7109,0.02079999999999993
47067,0.77,High Vulnerability,0.149,0.0159,0.0005,0.0059,0.005,0.0,0.9672,0.00550000000000006
47069,0.87,Very High Vulnerability,0.173,0.0176,0.0031,0.0073,0.4178,0.0,0.5422,0.01200000000000001
47071,0.71,High Vulnerability,0.184,0.0255,0.002,0.0046,0.0389,0.0,0.9179,0.011099999999999999
47073,0.71,High Vulnerability,0.166,0.0155,0.0017,0.0052,0.0132,0.0007,0.9505,0.01319999999999999
47075,0.87,Very High Vulnerability,0.174,0.0432,0.0,0.0005,0.5079,0.0003,0.44,0.008099999999999996
47077,0.7,High Vulnerability,0.186,0.0242,0.0,0.0013,0.0784,0.0008,0.874,0.021299999999999986
47079,0.63,High Vulnerability,0.231,0.026,0.0026,0.0039,0.0817,0.0,0.873,0.012800000000000034
47081,0.57,Moderate Vulnerability,0.134,0.0246,0.0024,0.0038,0.0524,0.0003,0.904,0.012499999999999956
47083,0.56,Moderate Vulnerability,0.146,0.0038,0.0073,0.0017,0.054,0.002,0.92,0.011199999999999988
47085,0.37,Low Vulnerability,0.152,0.0247,0.0077,0.007,0.0206,0.0004,0.9247,0.014900000000000024
47087,0.6,High Vulnerability,0.127,0.0209,0.0015,0.0004,0.0032,0.0,0.9532,0.02079999999999993
47089,0.56,Moderate Vulnerability,0.157,0.0359,0.0013,0.0063,0.017,0.0003,0.9223,0.016900000000000026
47091,0.57,Moderate Vulnerability,0.152,0.0203,0.0051,0.0048,0.0345,0.0,0.9229,0.012399999999999967
47093,0.3,Low Vulnerability,0.181,0.0427,0.0023,0.0219,0.0865,0.0004,0.8227,0.023500000000000076
47095,0.92,Very High Vulnerability,0.123,0.0232,0.0014,0.0024,0.2837,0.0,0.6668,0.022500000000000075
47097,0.97,Very High Vulnerability,0.116,0.0254,0.0084,0.0026,0.3374,0.0,0.6063,0.01990000000000003
47099,0.83,Very High Vulnerability,0.131,0.0223,0.0034,0.0052,0.0167,0.0018,0.9325,0.018100000000000005
47101,0.64,High Vulnerability,0.155,0.0229,0.0,0.0136,0.0182,0.0,0.9332,0.0121
47103,0.68,High Vulnerability,0.151,0.0351,0.0021,0.0054,0.0709,0.0,0.8683,0.018199999999999994
47105,0.39,Low Vulnerability,0.245,0.0878,0.0013,0.0072,0.0092,0.0,0.8769,0.01759999999999995
47107,0.66,High Vulnerability,0.134,0.0401,0.0039,0.0078,0.0362,0.0007,0.8921,0.019199999999999995
47109,0.72,High Vulnerability,0.215,0.0211,0.0019,0.0021,0.0552,0.0,0.8981,0.021599999999999953
47111,0.69,High Vulnerability,0.136,0.0516,0.0043,0.0047,0.0018,0.0016,0.9187,0.017300000000000093
47113,0.71,High Vulnerability,0.234,0.0386,0.0011,0.0108,0.3697,0.0,0.5575,0.022299999999999986
47115,0.51,Moderate Vulnerability,0.142,0.0181,0.0004,0.0045,0.0257,0.0,0.9172,0.03410000000000002
47117,0.61,High Vulnerability,0.144,0.0539,0.0,0.0032,0.0756,0.0,0.8486,0.01869999999999994
47119,0.39,Low Vulnerability,0.189,0.0582,0.0014,0.0094,0.1147,0.0001,0.7929,0.023299999999999987
47121,0.49,Moderate Vulnerability,0.229,0.0211,0.0021,0.0021,0.019,0.0,0.941,0.014700000000000046
47123,0.65,High Vulnerability,0.16,0.044,0.0059,0.004,0.02,0.0,0.9105,0.015600000000000058
47125,0.52,Moderate Vulnerability,0.148,0.1001,0.0046,0.0214,0.1929,0.0037,0.6333,0.04400000000000004
47127,0.09,Very Low Vulnerability,0.088,0.0022,0.0165,0.024,0.022,0.0,0.9258,0.009500000000000064
47129,0.75,High Vulnerability,0.181,0.0133,0.0037,0.0005,0.0569,0.0,0.9205,0.005099999999999993
47131,0.77,High Vulnerability,0.16,0.0441,0.0024,0.0038,0.1024,0.0002,0.8289,0.018199999999999994
47133,0.46,Moderate Vulnerability,0.154,0.0148,0.0006,0.0045,0.0065,0.0042,0.961,0.008400000000000074
47135,0.68,High Vulnerability,0.174,0.0136,0.0015,0.0224,0.0274,0.0,0.9186,0.01650000000000007
47137,0.42,Moderate Vulnerability,0.21,0.0037,0.0,0.0,0.0018,0.0,0.9941,0.00040000000000006697
47139,0.49,Moderate Vulnerability,0.151,0.021,0.0029,0.001,0.0033,0.0,0.948,0.023800000000000043
47141,0.62,High Vulnerability,0.191,0.0625,0.0034,0.0125,0.0216,0.0,0.8842,0.015800000000000036
47143,0.82,Very High Vulnerability,0.165,0.0495,0.0012,0.0048,0.0226,0.0,0.9053,0.016599999999999948
47145,0.38,Low Vulnerability,0.154,0.0185,0.0039,0.0075,0.0231,0.0004,0.9274,0.019199999999999995
47147,0.43,Moderate Vulnerability,0.156,0.0693,0.0023,0.0056,0.0719,0.0006,0.8326,0.01770000000000005
47149,0.33,Low Vulnerability,0.141,0.0802,0.0022,0.0338,0.1452,0.0002,0.7076,0.03080000000000005
47151,0.76,High Vulnerability,0.158,0.0096,0.0031,0.0001,0.0057,0.0,0.9714,0.010099999999999998
47153,0.57,Moderate Vulnerability,0.104,0.0354,0.0011,0.0,0.0022,0.0,0.9353,0.026000000000000023
47155,0.61,High Vulnerability,0.139,0.0599,0.0039,0.0078,0.009,0.0002,0.8999,0.019299999999999984
47157,0.78,High Vulnerability,0.151,0.0636,0.0011,0.0262,0.5343,0.0002,0.3576,0.017000000000000126
47159,0.26,Low Vulnerability,0.129,0.0272,0.0054,0.0037,0.02,0.0,0.926,0.017699999999999938
47161,0.41,Moderate Vulnerability,0.152,0.0302,0.0025,0.0071,0.0092,0.0039,0.9179,0.029199999999999893
47163,0.54,Moderate Vulnerability,0.234,0.019,0.001,0.0061,0.0184,0.0006,0.934,0.02089999999999992
47165,0.21,Low Vulnerability,0.15,0.0488,0.0025,0.014,0.0727,0.0004,0.8412,0.020399999999999974
47167,0.45,Moderate Vulnerability,0.114,0.0278,0.0029,0.0067,0.1836,0.0,0.7569,0.02210000000000001
47169,0.52,Moderate Vulnerability,0.142,0.0108,0.0053,0.0024,0.1018,0.0,0.8416,0.03810000000000002
47171,0.8,High Vulnerability,0.239,0.049,0.001,0.0028,0.0034,0.0,0.9314,0.012399999999999967
47173,0.67,High Vulnerability,0.12,0.0167,0.0003,0.0028,0.005,0.0027,0.9624,0.010099999999999998
47175,0.6,High Vulnerability,0.22,0.0071,0.0,0.0,0.0028,0.0,0.9571,0.03300000000000003
47177,0.83,Very High Vulnerability,0.151,0.0908,0.0032,0.007,0.0206,0.0023,0.8525,0.023599999999999954
47179,0.46,Moderate Vulnerability,0.234,0.0343,0.0029,0.0164,0.0399,0.0,0.8863,0.020199999999999996
47181,0.76,High Vulnerability,0.179,0.0208,0.0015,0.0079,0.0685,0.0,0.897,0.0042999999999999705
47183,0.66,High Vulnerability,0.149,0.0258,0.0042,0.0025,0.0845,0.0006,0.8677,0.014699999999999935
47185,0.6,Moderate Vulnerability,0.173,0.0257,0.0003,0.0018,0.0212,0.0,0.9348,0.016199999999999992
47187,0.02,Very Low Vulnerability,0.223,0.0477,0.0006,0.042,0.041,0.0003,0.8458,0.022599999999999953
47189,0.15,Very Low Vulnerability,0.165,0.0423,0.0029,0.0164,0.0712,0.0002,0.8497,0.017299999999999982
48001,0.79,High Vulnerability,,0.1779,0.0031,0.0056,0.2095,0.0002,0.5893,0.014399999999999968
48003,0.47,Moderate Vulnerability,,0.5628,0.0,0.0036,0.0068,0.0017,0.4018,0.023299999999999876
48005,0.98,Very High Vulnerability,,0.2213,0.0012,0.011,0.146,0.0001,0.605,0.01540000000000008
48007,0.8,Very High Vulnerability,,0.2748,0.0011,0.02,0.0138,0.0,0.6739,0.01639999999999997
48009,0.09,Very Low Vulnerability,,0.0828,0.0068,0.0017,0.0087,0.0,0.8834,0.01660000000000006
48011,0.16,Very Low Vulnerability,,0.0755,0.0112,0.0,0.0025,0.0,0.8936,0.017200000000000104
48013,0.85,Very High Vulnerability,,0.6432,0.0011,0.0035,0.0027,0.0,0.3329,0.01660000000000006
48015,0.49,Moderate Vulnerability,,0.2684,0.001,0.0037,0.0874,0.0,0.6221,0.01739999999999997
48017,0.8,Very High Vulnerability,,0.6213,0.0113,0.008,0.0046,0.0,0.3548,0.0
48019,0.51,Moderate Vulnerability,,0.1879,0.0035,0.0028,0.0069,0.0,0.7783,0.02059999999999995
48021,0.75,High Vulnerability,,0.3768,0.0027,0.0084,0.0707,0.0,0.5233,0.018100000000000005
48023,0.16,Very Low Vulnerability,,0.0853,0.0025,0.0,0.0308,0.0112,0.8661,0.0040999999999999925
48025,0.97,Very High Vulnerability,,0.5886,0.0042,0.0052,0.0683,0.0001,0.3138,0.01980000000000004
48027,0.81,Very High Vulnerability,,0.2482,0.0024,0.0284,0.2152,0.0063,0.4577,0.04180000000000006
48029,0.83,Very High Vulnerability,,0.6022,0.0016,0.0274,0.071,0.0009,0.2767,0.020199999999999996
48031,0.28,Low Vulnerability,,0.1938,0.0012,0.0144,0.0003,0.0037,0.7699,0.016699999999999937
48033,0.06,Very Low Vulnerability,,0.137,0.0,0.0,0.0,0.0,0.8385,0.024499999999999966
48035,0.62,High Vulnerability,,0.1834,0.0036,0.0055,0.0161,0.0,0.7783,0.0131
48037,0.85,Very High Vulnerability,,0.076,0.0088,0.0104,0.2438,0.0002,0.6379,0.02290000000000003
48039,0.51,Moderate Vulnerability,,0.3063,0.0036,0.066,0.1365,0.0001,0.4721,0.01540000000000008
48041,0.65,High Vulnerability,,0.2556,0.0013,0.0611,0.1028,0.0006,0.5579,0.02070000000000005
48043,0.66,High Vulnerability,,0.4477,0.0187,0.0149,0.0021,0.0,0.5029,0.013700000000000045
48045,0.46,Moderate Vulnerability,,0.3562,0.0,0.0,0.0082,0.0151,0.58,0.04049999999999998
48047,1.0,Very High Vulnerability,,0.9307,0.0,0.0,0.0,0.0,0.0669,0.0024000000000000687
48049,0.63,High Vulnerability,,0.2225,0.0029,0.0071,0.0353,0.0,0.7163,0.015900000000000025
48051,0.61,High Vulnerability,,0.2069,0.0034,0.0004,0.1312,0.0,0.6472,0.01090000000000002
48053,0.53,Moderate Vulnerability,,0.2223,0.0032,0.0086,0.0175,0.0005,0.736,0.011900000000000022
48055,0.87,Very High Vulnerability,,0.5219,0.0042,0.0097,0.056,0.0013,0.3967,0.010199999999999987
48057,0.86,Very High Vulnerability,,0.4887,0.0,0.0526,0.0233,0.0003,0.4229,0.012199999999999989
48059,0.3,Low Vulnerability,,0.0963,0.0004,0.005,0.0091,0.0,0.86,0.029200000000000004
48061,0.98,Very High Vulnerability,,0.8966,0.0014,0.0066,0.004,0.0001,0.0896,0.0017000000000000348
48063,0.9,Very High Vulnerability,,0.2497,0.0045,0.0043,0.1581,0.0,0.5578,0.025600000000000067
48065,0.03,Very Low Vulnerability,,0.0992,0.0161,0.0037,0.008,0.0,0.8572,0.015800000000000036
48067,0.78,High Vulnerability,,0.045,0.0004,0.0055,0.1708,0.0,0.7631,0.015199999999999991
48069,0.78,High Vulnerability,,0.646,0.0018,0.0061,0.0212,0.0004,0.3196,0.0049000000000000155
48071,0.41,Moderate Vulnerability,,0.2244,0.0015,0.0113,0.0726,0.0,0.6697,0.020500000000000074
48073,0.92,Very High Vulnerability,,0.2314,0.0056,0.0044,0.135,0.0008,0.6069,0.015900000000000025
48075,0.75,High Vulnerability,,0.3101,0.0,0.0054,0.0804,0.0,0.5846,0.019499999999999962
48077,0.32,Low Vulnerability,,0.0628,0.0097,0.0112,0.0045,0.0,0.8977,0.014100000000000001
48079,0.86,Very High Vulnerability,,0.5871,0.0,0.0,0.0384,0.0,0.3606,0.013900000000000023
48081,0.62,High Vulnerability,,0.2153,0.0067,0.0,0.0097,0.0,0.762,0.006299999999999972
48083,0.42,Moderate Vulnerability,,0.1752,0.0053,0.005,0.0161,0.0,0.7683,0.030100000000000016
48085,0.15,Very Low Vulnerability,,0.1527,0.0033,0.1509,0.0963,0.0006,0.5696,0.026599999999999957
48087,0.89,Very High Vulnerability,,0.2876,0.0209,0.0,0.0835,0.0,0.6009,0.007099999999999995
48089,0.68,High Vulnerability,,0.2973,0.0009,0.0002,0.1264,0.0,0.5593,0.015900000000000025
48091,0.24,Low Vulnerability,,0.2736,0.0008,0.0111,0.02,0.0003,0.6751,0.019099999999999895
48093,0.73,High Vulnerability,,0.2792,0.0069,0.0061,0.006,0.0,0.6946,0.007199999999999984
48095,0.43,Moderate Vulnerability,,0.4513,0.0031,0.004,0.0116,0.0,0.5285,0.0015000000000000568
48097,0.62,High Vulnerability,,0.1815,0.0069,0.0086,0.028,0.0006,0.7534,0.02100000000000013
48099,0.78,High Vulnerability,,0.1828,0.0065,0.0195,0.1277,0.0075,0.5868,0.06919999999999993
48101,0.94,Very High Vulnerability,,0.2314,0.0091,0.0,0.1449,0.0,0.5177,0.09689999999999999
48103,0.47,Moderate Vulnerability,,0.6437,0.0021,0.0198,0.0231,0.0,0.3113,0.0
48105,0.69,High Vulnerability,,0.6188,0.0,0.0,0.0069,0.0,0.3743,0.0
48107,0.94,Very High Vulnerability,,0.5601,0.0,0.0057,0.0314,0.0019,0.3939,0.006999999999999895
48109,1.0,Very High Vulnerability,,0.7105,0.0005,0.0059,0.0014,0.0,0.2538,0.027900000000000036
48111,0.55,Moderate Vulnerability,,0.4582,0.0115,0.0194,0.0077,0.0,0.4964,0.006800000000000028
48113,0.75,High Vulnerability,,0.4018,0.0021,0.0624,0.2226,0.0004,0.2913,0.019400000000000084
48115,0.95,Very High Vulnerability,,0.5747,0.0036,0.0019,0.0769,0.0,0.3329,0.010000000000000009
48117,0.84,Very High Vulnerability,,0.7283,0.0037,0.0063,0.0064,0.001,0.2469,0.007400000000000073
48119,0.57,Moderate Vulnerability,,0.0777,0.0008,0.0053,0.0878,0.0,0.8076,0.02080000000000004
48121,0.22,Low Vulnerability,,0.193,0.0037,0.0865,0.0958,0.0008,0.5925,0.027699999999999947
48123,0.82,Very High Vulnerability,,0.3536,0.0002,0.0,0.0928,0.0,0.5478,0.005600000000000049
48125,0.88,Very High Vulnerability,,0.2982,0.0,0.005,0.0268,0.0,0.67,0.0
48127,1.0,Very High Vulnerability,,0.8691,0.0,0.0141,0.0004,0.0,0.1095,0.006900000000000017
48129,0.45,Moderate Vulnerability,,0.1107,0.0036,0.0036,0.0548,0.0,0.8085,0.018799999999999928
48131,1.0,Very High Vulnerability,,0.8933,0.0,0.0,0.0131,0.0,0.0935,9.999999999998899e-05
48133,0.81,Very High Vulnerability,,0.1636,0.003,0.0062,0.0286,0.0,0.7932,0.00539999999999996
48135,0.79,High Vulnerability,,0.6068,0.002,0.0109,0.0443,0.0002,0.3229,0.012899999999999912
48137,0.44,Moderate Vulnerability,,0.5662,0.0005,0.0,0.0,0.0,0.4327,0.0006000000000000449
48139,0.39,Low Vulnerability,,0.2623,0.0028,0.0064,0.098,0.0004,0.6083,0.02180000000000004
48141,0.95,Very High Vulnerability,,0.8256,0.0028,0.0114,0.0296,0.0012,0.1197,0.009700000000000042
48143,0.63,High Vulnerability,,0.2108,0.0007,0.0088,0.0185,0.002,0.7456,0.013599999999999945
48145,0.98,Very High Vulnerability,,0.2316,0.0039,0.0047,0.2411,0.0,0.5124,0.006299999999999972
48147,0.58,Moderate Vulnerability,,0.1129,0.0067,0.0064,0.0563,0.0004,0.7879,0.02939999999999987
48149,0.44,Moderate Vulnerability,,0.2099,0.0004,0.0047,0.0654,0.0,0.7123,0.007299999999999862
48151,0.43,Moderate Vulnerability,,0.327,0.0013,0.0031,0.0265,0.0,0.6177,0.024399999999999977
48153,0.83,Very High Vulnerability,,0.5868,0.0005,0.0017,0.0288,0.0,0.3681,0.014100000000000001
48155,0.48,Moderate Vulnerability,,0.2227,0.0047,0.0,0.0227,0.0,0.7208,0.029099999999999904
48157,0.29,Low Vulnerability,,0.245,0.0022,0.2002,0.2012,0.0005,0.3309,0.020000000000000018
48159,0.53,Moderate Vulnerability,,0.1446,0.0029,0.0005,0.0437,0.0,0.7867,0.021600000000000064
48161,0.84,Very High Vulnerability,,0.155,0.0041,0.0045,0.1508,0.0,0.666,0.01959999999999995
48163,0.99,Very High Vulnerability,,0.7928,0.0005,0.0081,0.0318,0.0,0.1627,0.0040999999999999925
48165,0.68,High Vulnerability,,0.4149,0.0028,0.0049,0.0217,0.0004,0.5551,0.00019999999999997797
48167,0.58,Moderate Vulnerability,,0.2463,0.0024,0.0326,0.1235,0.0003,0.5736,0.021299999999999986
48169,0.72,High Vulnerability,,0.5222,0.0013,0.0196,0.0563,0.0,0.3965,0.0040999999999999925
48171,0.36,Low Vulnerability,,0.2318,0.0032,0.0012,0.0008,0.0,0.747,0.016000000000000014
48173,0.18,Very Low Vulnerability,,0.4377,0.0,0.0,0.0,0.0,0.5623,0.0
48175,0.58,Moderate Vulnerability,,0.3585,0.0,0.0073,0.0492,0.0,0.5827,0.0022999999999999687
48177,0.9,Very High Vulnerability,,0.5074,0.0014,0.0037,0.0647,0.0002,0.4165,0.006100000000000105
48179,0.84,Very High Vulnerability,,0.29,0.0066,0.0067,0.0431,0.002,0.6332,0.018400000000000083
48181,0.66,High Vulnerability,,0.1342,0.0103,0.0157,0.0524,0.0001,0.7541,0.03320000000000001
48183,0.88,Very High Vulnerability,,0.1871,0.0017,0.0128,0.1979,0.0011,0.5751,0.0243000000000001
48185,0.86,Very High Vulnerability,,0.2416,0.0025,0.002,0.1488,0.0,0.585,0.020100000000000007
48187,0.43,Moderate Vulnerability,,0.3792,0.0018,0.0163,0.0758,0.001,0.5036,0.022299999999999986
48189,0.93,Very High Vulnerability,,0.5945,0.001,0.0029,0.0454,0.0002,0.3383,0.01770000000000005
48191,0.95,Very High Vulnerability,,0.3478,0.0052,0.0026,0.0617,0.0,0.5561,0.026599999999999957
48193,0.61,High Vulnerability,,0.1275,0.0144,0.0,0.0079,0.0,0.8405,0.009700000000000042
48195,0.76,High Vulnerability,,0.4801,0.0014,0.0007,0.0009,0.0,0.5161,0.0007999999999999119
48197,0.73,High Vulnerability,,0.1899,0.0114,0.0,0.0588,0.0,0.7169,0.02300000000000002
48199,0.25,Low Vulnerability,,0.0569,0.0026,0.0062,0.0555,0.0,0.8649,0.013900000000000023
48201,0.72,High Vulnerability,,0.4294,0.0017,0.0692,0.1857,0.0005,0.2959,0.01760000000000006
48203,0.73,High Vulnerability,,0.1311,0.0025,0.0079,0.2067,0.0002,0.6359,0.015700000000000047
48205,0.53,Moderate Vulnerability,,0.2672,0.0035,0.0145,0.0741,0.0,0.5998,0.040899999999999936
48207,0.98,Very High Vulnerability,,0.2857,0.0047,0.0028,0.0379,0.0,0.6465,0.022399999999999975
48209,0.49,Moderate Vulnerability,,0.3893,0.0024,0.015,0.0385,0.0,0.5377,0.017100000000000115
48211,0.74,High Vulnerability,,0.3483,0.0,0.0003,0.0098,0.0,0.6307,0.01089999999999991
48213,0.72,High Vulnerability,,0.1276,0.0077,0.0065,0.0635,0.0003,0.7818,0.012599999999999945
48215,0.98,Very High Vulnerability,,0.9218,0.0006,0.0094,0.0042,0.0001,0.0614,0.0025000000000000577
48217,0.87,Very High Vulnerability,,0.2061,0.003,0.004,0.0627,0.0017,0.706,0.01649999999999996
48219,0.9,Very High Vulnerability,,0.4779,0.0051,0.0035,0.032,0.0009,0.4693,0.011300000000000088
48221,0.26,Low Vulnerability,,0.124,0.0089,0.007,0.0076,0.0006,0.8422,0.009700000000000042
48223,0.71,High Vulnerability,,0.1687,0.0027,0.0067,0.07,0.0012,0.7328,0.017900000000000027
48225,0.91,Very High Vulnerability,,0.1108,0.0023,0.0038,0.2491,0.0,0.6183,0.015700000000000047
48227,0.92,Very High Vulnerability,,0.4251,0.0071,0.0069,0.0519,0.0003,0.4865,0.022199999999999998
48229,0.98,Very High Vulnerability,,0.778,0.0,0.0077,0.0163,0.0,0.1735,0.024499999999999966
48231,0.83,Very High Vulnerability,,0.1635,0.0101,0.0124,0.0781,0.0005,0.7162,0.019200000000000106
48233,0.66,High Vulnerability,,0.2326,0.0155,0.0036,0.0144,0.007,0.7036,0.023299999999999987
48235,0.2,Low Vulnerability,,0.2556,0.0,0.0,0.0407,0.0,0.6988,0.0049000000000000155
48237,0.65,High Vulnerability,,0.1688,0.0027,0.001,0.0474,0.0,0.7716,0.008500000000000063
48239,0.68,High Vulnerability,,0.3311,0.0,0.0105,0.0648,0.0006,0.5848,0.008199999999999985
48241,0.82,Very High Vulnerability,,0.0672,0.0012,0.0045,0.1653,0.0007,0.7452,0.015900000000000025
48243,0.36,Low Vulnerability,,0.3985,0.0,0.0,0.0103,0.0,0.5837,0.007500000000000062
48245,0.86,Very High Vulnerability,,0.2072,0.002,0.0373,0.3346,0.0005,0.4059,0.012500000000000178
48247,0.99,Very High Vulnerability,,0.9134,0.0,0.0,0.0004,0.0,0.0809,0.005300000000000082
48249,0.92,Very High Vulnerability,,0.8028,0.002,0.0051,0.0062,0.0013,0.1796,0.0030000000000001137
48251,0.51,Moderate Vulnerability,,0.2136,0.0034,0.0092,0.0347,0.004,0.7199,0.015199999999999991
48253,0.63,High Vulnerability,,0.2755,0.0021,0.0039,0.1399,0.0,0.5415,0.03710000000000002
48255,0.84,Very High Vulnerability,,0.5472,0.0012,0.0104,0.0641,0.0,0.3584,0.01869999999999994
48257,0.57,Moderate Vulnerability,,0.2142,0.0027,0.0128,0.1172,0.0004,0.6369,0.015800000000000036
48259,0.23,Low Vulnerability,,0.2388,0.0012,0.009,0.0049,0.0013,0.7234,0.021399999999999864
48261,0.73,High Vulnerability,,0.9472,0.0,0.0,0.0,0.0,0.0528,0.0
48263,0.44,Moderate Vulnerability,,0.1406,0.0124,0.0,0.0093,0.0,0.8377,0.0
48265,0.7,High Vulnerability,,0.2694,0.0025,0.0082,0.0143,0.0008,0.6872,0.01760000000000006
48267,0.59,Moderate Vulnerability,,0.2179,0.0,0.0,0.011,0.0,0.7567,0.014399999999999968
48269,0.2,Very Low Vulnerability,,0.3291,0.0,0.0,0.0,0.0,0.6709,0.0
48271,0.86,Very High Vulnerability,,0.5928,0.0,0.0,0.0014,0.0,0.4058,0.0
48273,0.98,Very High Vulnerability,,0.7288,0.0004,0.0224,0.0294,0.0,0.2019,0.017100000000000115
48275,0.8,High Vulnerability,,0.3433,0.0,0.0108,0.047,0.0,0.5822,0.016699999999999937
48277,0.84,Very High Vulnerability,,0.0787,0.0055,0.0077,0.1275,0.0011,0.7442,0.0353
48279,0.9,Very High Vulnerability,,0.5556,0.0036,0.0052,0.0299,0.0,0.3931,0.012599999999999945
48281,0.54,Moderate Vulnerability,,0.1942,0.0035,0.0115,0.0433,0.0035,0.7259,0.018100000000000005
48283,0.82,Very High Vulnerability,,0.8409,0.0,0.0016,0.0146,0.0,0.1324,0.010500000000000065
48285,0.69,High Vulnerability,,0.1891,0.0003,0.0047,0.0616,0.0,0.7351,0.009200000000000097
48287,0.68,High Vulnerability,,0.2368,0.0,0.0099,0.1113,0.0,0.6334,0.008600000000000052
48289,0.62,High Vulnerability,,0.1457,0.006,0.008,0.0671,0.0032,0.7613,0.008700000000000041
48291,0.94,Very High Vulnerability,,0.2484,0.0049,0.0052,0.0984,0.0001,0.633,0.010000000000000009
48293,0.95,Very High Vulnerability,,0.2191,0.0046,0.0076,0.1685,0.0029,0.5865,0.01079999999999992
48295,0.46,Moderate Vulnerability,,0.3196,0.0191,0.0062,0.0053,0.0,0.6251,0.024699999999999944
48297,0.69,High Vulnerability,,0.3999,0.0,0.0143,0.0222,0.0,0.5605,0.0031000000000001027
48299,0.47,Moderate Vulnerability,,0.1039,0.006,0.0029,0.0067,0.0,0.8644,0.016100000000000003
48301,0.76,High Vulnerability,,0.1224,0.0306,0.0,0.0,0.0,0.8469,9.999999999998899e-05
48303,0.75,High Vulnerability,,0.3543,0.0036,0.0213,0.066,0.0007,0.5347,0.019400000000000084
48305,0.89,Very High Vulnerability,,0.4722,0.0007,0.0079,0.007,0.001,0.493,0.018199999999999994
48307,0.74,High Vulnerability,,0.3231,0.0005,0.0074,0.0108,0.0,0.6051,0.053100000000000036
48309,0.84,Very High Vulnerability,,0.2634,0.0018,0.0158,0.1426,0.0002,0.5593,0.016899999999999915
48311,0.76,High Vulnerability,,0.4974,0.0116,0.0,0.0,0.0,0.491,0.0
48313,0.84,Very High Vulnerability,,0.2317,0.0011,0.0336,0.1627,0.0007,0.55,0.020199999999999996
48315,0.69,High Vulnerability,,0.0414,0.0011,0.0032,0.229,0.0041,0.7085,0.012699999999999934
48317,0.42,Moderate Vulnerability,,0.4496,0.0018,0.0007,0.0085,0.0,0.5394,0.0
48319,0.36,Low Vulnerability,,0.2219,0.0,0.0241,0.0005,0.0,0.7418,0.011700000000000044
48321,0.91,Very High Vulnerability,,0.4245,0.0027,0.0193,0.1029,0.0033,0.4363,0.01100000000000001
48323,0.97,Very High Vulnerability,,0.9518,0.012,0.0055,0.0032,0.0004,0.025,0.002100000000000102
48325,0.67,High Vulnerability,,0.5197,0.0017,0.0069,0.0247,0.0004,0.4357,0.01089999999999991
48327,0.59,Moderate Vulnerability,,0.4167,0.0014,0.0,0.0,0.0,0.5484,0.033499999999999974
48329,0.47,Moderate Vulnerability,,0.4473,0.0033,0.0191,0.0622,0.0005,0.4541,0.013500000000000068
48331,0.76,High Vulnerability,,0.2643,0.0027,0.0052,0.092,0.0,0.6236,0.012199999999999989
48333,0.77,High Vulnerability,,0.2099,0.0018,0.0022,0.0039,0.0,0.7822,0.0
48335,0.62,High Vulnerability,,0.3988,0.018,0.0043,0.0902,0.0,0.4789,0.00979999999999992
48337,0.58,Moderate Vulnerability,,0.1097,0.0082,0.0,0.0067,0.0,0.8579,0.01749999999999996
48339,0.39,Low Vulnerability,,0.2414,0.0019,0.0292,0.048,0.0004,0.6602,0.018899999999999917
48341,0.7,High Vulnerability,,0.5606,0.0038,0.0684,0.0321,0.0,0.3246,0.010499999999999954
48343,0.73,High Vulnerability,,0.0986,0.0031,0.0016,0.2309,0.0006,0.644,0.021199999999999997
48345,0.7,High Vulnerability,,0.1965,0.0,0.0,0.0152,0.0,0.7444,0.04390000000000005
48347,0.98,Very High Vulnerability,,0.1942,0.0041,0.014,0.1726,0.0002,0.5952,0.01970000000000005
48349,0.97,Very High Vulnerability,,0.2726,0.0025,0.0068,0.122,0.0134,0.5605,0.022199999999999998
48351,0.72,High Vulnerability,,0.0362,0.0033,0.0055,0.2029,0.0,0.7347,0.01739999999999997
48353,0.89,Very High Vulnerability,,0.3768,0.0017,0.0029,0.0556,0.0,0.5553,0.00770000000000004
