Social Vulnerability Index (SVI),SVI Category,Percent adults fully vaccinated against COVID-19,STNAME,CTYNAME,POPESTIMATE2019,TOT_MALE,TOT_FEMALE,0 - 17 years,18 - 49 years,50 - 64 years,65 + years,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Percent non-Hispanic Other,Latitude,Longitude
,,,Tennessee,DeKalb County,20490.0,10208.0,10282.0,4804.0,7421.0,4410.0,3855.0,0.0826,0.0031,0.0016,0.017,0.0006,0.8799,0.7371000000000001,35.842998,-86.343226
,,,Tennessee,Dickson County,53948.0,26481.0,27467.0,13479.0,20382.0,11097.0,8990.0,0.0358,0.004,0.005,0.0417,0.0,0.8947,0.7655000000000001,35.842998,-86.343226
,,,Tennessee,Dyer County,37159.0,17920.0,19239.0,9658.0,13549.0,7282.0,6670.0,0.034,0.0049,0.0078,0.1264,0.0015,0.8,0.6764,35.842998,-86.343226
,,,Tennessee,Fayette County,41133.0,20269.0,20864.0,8384.0,13786.0,9885.0,9078.0,0.027000000000000003,0.0041,0.0067,0.2729,0.0,0.6802,0.5163,35.842998,-86.343226
,,,Tennessee,Fentress County,18523.0,9108.0,9415.0,4169.0,6134.0,4071.0,4149.0,0.0153,0.0,0.0055,0.0032,0.0,0.9652,0.847,35.842998,-86.343226
,,,Tennessee,Franklin County,42208.0,20692.0,21516.0,9831.0,15181.0,8607.0,8589.0,0.0339,0.0004,0.0044,0.0452,0.0007,0.8838,0.7734,35.842998,-86.343226
,,,Tennessee,Gibson County,49133.0,23649.0,25484.0,12910.0,17732.0,9506.0,8985.0,0.0272,0.0037,0.003,0.171,0.0008,0.7665,0.6143,35.842998,-86.343226
,,,Tennessee,Giles County,29464.0,14310.0,15154.0,6813.0,10170.0,6430.0,6051.0,0.0253,0.0031,0.0022,0.0967,0.0,0.8413,0.7477,35.842998,-86.343226
,,,Tennessee,Grainger County,23320.0,11731.0,11589.0,5123.0,7974.0,5343.0,4880.0,0.0334,0.0031,0.0028,0.0045,0.0,0.9395,0.7792,35.842998,-86.343226
,,,Tennessee,Greene County,69069.0,33957.0,35112.0,14867.0,23942.0,15005.0,15255.0,0.0289,0.0026,0.004,0.0214,0.0,0.9305,0.7621,35.842998,-86.343226
,,,Tennessee,Grundy County,13427.0,6666.0,6761.0,3135.0,4747.0,2725.0,2820.0,0.0125,0.0098,0.0019,0.0072,0.0,0.8689,0.8646,35.842998,-86.343226
,,,Tennessee,Hamblen County,64934.0,31767.0,33167.0,16365.0,23722.0,12833.0,12014.0,0.1171,0.003,0.0086,0.0372,0.0029,0.8147,0.6841999999999999,35.842998,-86.343226
,,,Tennessee,Hamilton County,367804.0,177544.0,190260.0,85187.0,145068.0,71573.0,65976.0,0.0565,0.0019,0.0203,0.1892,0.0004,0.7109,0.5497000000000001,35.842998,-86.343226
,,,Tennessee,Hancock County,6620.0,3256.0,3364.0,1502.0,2208.0,1471.0,1439.0,0.0159,0.0005,0.0059,0.005,0.0,0.9672,0.8237,35.842998,-86.343226
,,,Tennessee,Hardeman County,25050.0,13797.0,11253.0,5309.0,10155.0,4936.0,4650.0,0.0176,0.0031,0.0073,0.4178,0.0,0.5422,0.3812,35.842998,-86.343226
,,,Tennessee,Hardin County,25652.0,12477.0,13175.0,5719.0,8420.0,5531.0,5982.0,0.0255,0.002,0.0046,0.0389,0.0,0.9179,0.745,35.842998,-86.343226
,,,Tennessee,Hawkins County,56786.0,27932.0,28854.0,12212.0,19677.0,12590.0,12307.0,0.0155,0.0017,0.0052,0.0132,0.0007,0.9505,0.7977,35.842998,-86.343226
,,,Tennessee,Haywood County,17304.0,8099.0,9205.0,4248.0,5951.0,3690.0,3415.0,0.0432,0.0,0.0005,0.5079,0.0003,0.44,0.2741,35.842998,-86.343226
,,,Tennessee,Henderson County,28117.0,13772.0,14345.0,6936.0,10133.0,5720.0,5328.0,0.0242,0.0,0.0013,0.0784,0.0008,0.8740000000000001,0.7093,35.842998,-86.343226
,,,Tennessee,Henry County,32345.0,15701.0,16644.0,7222.0,10456.0,6983.0,7684.0,0.026000000000000002,0.0026,0.0039,0.0817,0.0,0.873,0.6548,35.842998,-86.343226
,,,Tennessee,Hickman County,25178.0,13223.0,11955.0,5717.0,9643.0,5303.0,4515.0,0.0246,0.0024,0.0038,0.0524,0.0003,0.904,0.7825,35.842998,-86.343226
,,,Tennessee,Houston County,8201.0,4039.0,4162.0,1911.0,2859.0,1726.0,1705.0,0.0038,0.0073,0.0017,0.054000000000000006,0.002,0.92,0.7852,35.842998,-86.343226
,,,Tennessee,Humphreys County,18582.0,9272.0,9310.0,4354.0,6485.0,3982.0,3761.0,0.0247,0.0077,0.006999999999999999,0.0206,0.0004,0.9247,0.7876,35.842998,-86.343226
,,,Tennessee,Jackson County,11786.0,5893.0,5893.0,2306.0,3902.0,2876.0,2702.0,0.0209,0.0015,0.0004,0.0032,0.0,0.9532,0.847,35.842998,-86.343226
,,,Tennessee,Jefferson County,54495.0,26845.0,27650.0,11895.0,19167.0,12300.0,11133.0,0.0359,0.0013,0.0063,0.017,0.0003,0.9223,0.7822,35.842998,-86.343226
,,,Tennessee,Johnson County,17788.0,9544.0,8244.0,3309.0,6475.0,3858.0,4146.0,0.0203,0.0051,0.0048,0.0345,0.0,0.9229,0.7833,35.842998,-86.343226
,,,Tennessee,Knox County,470313.0,228725.0,241588.0,112314.0,194608.0,87355.0,76036.0,0.0427,0.0023,0.0219,0.0865,0.0004,0.8227,0.6652,35.842998,-86.343226
,,,Tennessee,Lake County,7016.0,4408.0,2608.0,1140.0,3320.0,1381.0,1175.0,0.0232,0.0014,0.0024,0.2837,0.0,0.6668,0.5663,35.842998,-86.343226
,,,Tennessee,Lauderdale County,25633.0,13300.0,12333.0,6266.0,10158.0,5029.0,4180.0,0.0254,0.0084,0.0026,0.3374,0.0,0.6063,0.5102,35.842998,-86.343226
,,,Tennessee,Lawrence County,44142.0,21767.0,22375.0,11967.0,15599.0,8654.0,7922.0,0.0223,0.0034,0.0052,0.0167,0.0018,0.9325,0.8196,35.842998,-86.343226
,,,Tennessee,Lewis County,12268.0,6005.0,6263.0,2915.0,4242.0,2498.0,2613.0,0.0229,0.0,0.0136,0.0182,0.0,0.9332,0.7903,35.842998,-86.343226
,,,Tennessee,Lincoln County,34366.0,16821.0,17545.0,8343.0,11786.0,7482.0,6755.0,0.0351,0.0021,0.0054,0.0709,0.0,0.8683,0.7355,35.842998,-86.343226
,,,Tennessee,Loudon County,54068.0,26668.0,27400.0,11305.0,16592.0,11635.0,14536.0,0.0878,0.0013,0.0072,0.0092,0.0,0.8769,0.6495,35.842998,-86.343226
,,,Tennessee,McMinn County,53794.0,26194.0,27600.0,12658.0,19022.0,11413.0,10701.0,0.0401,0.0039,0.0078,0.0362,0.0007,0.8921,0.7773,35.842998,-86.343226
,,,Tennessee,McNairy County,25694.0,12587.0,13107.0,6097.0,8883.0,5275.0,5439.0,0.0211,0.0019,0.0021,0.0552,0.0,0.8981,0.7047,35.842998,-86.343226
,,,Tennessee,Macon County,24602.0,12028.0,12574.0,6522.0,9249.0,4870.0,3961.0,0.0516,0.0043,0.0047,0.0018,0.0016,0.9187,0.8,35.842998,-86.343226
,,,Tennessee,Madison County,97984.0,46414.0,51570.0,25193.0,36212.0,19378.0,17201.0,0.0386,0.0011,0.0108,0.3697,0.0,0.5575,0.3458000000000001,35.842998,-86.343226
,,,Tennessee,Marion County,28907.0,14158.0,14749.0,6660.0,10113.0,6263.0,5871.0,0.0181,0.0004,0.0045,0.0257,0.0,0.9172,0.8093,35.842998,-86.343226
,,,Tennessee,Marshall County,34375.0,16833.0,17542.0,8692.0,13069.0,6993.0,5621.0,0.0539,0.0,0.0032,0.0756,0.0,0.8486,0.7233,35.842998,-86.343226
,,,Tennessee,Maury County,96387.0,46563.0,49824.0,24325.0,37246.0,19072.0,15744.0,0.0582,0.0014,0.0094,0.1147,0.0001,0.7929,0.6272,35.842998,-86.343226
,,,Tennessee,Meigs County,12422.0,6158.0,6264.0,2753.0,4238.0,2739.0,2692.0,0.0211,0.0021,0.0021,0.019,0.0,0.941,0.7267,35.842998,-86.343226
,,,Tennessee,Monroe County,46545.0,23186.0,23359.0,10671.0,15835.0,10060.0,9979.0,0.044000000000000004,0.0059,0.004,0.02,0.0,0.9105,0.7661,35.842998,-86.343226
,,,Tennessee,Montgomery County,208993.0,104004.0,104989.0,61177.0,97057.0,30999.0,19760.0,0.1001,0.0046,0.0214,0.1929,0.0037,0.6333,0.5293000000000001,35.842998,-86.343226
,,,Tennessee,Moore County,6488.0,3192.0,3296.0,1393.0,2239.0,1425.0,1431.0,0.0022,0.0165,0.024,0.022000000000000002,0.0,0.9258,0.8473,35.842998,-86.343226
,,,Tennessee,Morgan County,21403.0,11694.0,9709.0,4459.0,8423.0,4546.0,3975.0,0.0133,0.0037,0.0005,0.0569,0.0,0.9205,0.7445999999999999,35.842998,-86.343226
,,,Tennessee,Obion County,30069.0,14542.0,15527.0,7129.0,10600.0,6103.0,6237.0,0.0441,0.0024,0.0038,0.1024,0.0002,0.8289,0.6871,35.842998,-86.343226
,,,Tennessee,Overton County,22241.0,11052.0,11189.0,5192.0,7815.0,4640.0,4594.0,0.0148,0.0006,0.0045,0.0065,0.0042,0.961,0.8154,35.842998,-86.343226
,,,Tennessee,Perry County,8076.0,4065.0,4011.0,1946.0,2795.0,1610.0,1725.0,0.0136,0.0015,0.0224,0.0274,0.0,0.9186,0.7611,35.842998,-86.343226
,,,Tennessee,Pickett County,5048.0,2509.0,2539.0,949.0,1489.0,1206.0,1404.0,0.0037,0.0,0.0,0.0018,0.0,0.9941,0.7845,35.842998,-86.343226
,,,Tennessee,Polk County,16832.0,8324.0,8508.0,3567.0,5788.0,3826.0,3651.0,0.021,0.0029,0.001,0.0033,0.0,0.948,0.8208,35.842998,-86.343226
,,,Tennessee,Putnam County,80245.0,39863.0,40382.0,19660.0,32837.0,14289.0,13459.0,0.0625,0.0034,0.0125,0.0216,0.0,0.8842,0.7090000000000001,35.842998,-86.343226
,,,Tennessee,Rhea County,33167.0,16466.0,16701.0,8311.0,11860.0,6750.0,6246.0,0.0495,0.0012,0.0048,0.0226,0.0,0.9053,0.7568999999999999,35.842998,-86.343226
,,,Tennessee,Roane County,53382.0,26223.0,27159.0,10977.0,17747.0,12292.0,12366.0,0.0185,0.0039,0.0075,0.0231,0.0004,0.9274,0.7926,35.842998,-86.343226
,,,Tennessee,Robertson County,71813.0,35454.0,36359.0,18489.0,27444.0,14856.0,11024.0,0.0693,0.0023,0.0056,0.0719,0.0006,0.8326,0.6943,35.842998,-86.343226
,,,Tennessee,Rutherford County,332285.0,163252.0,169033.0,91411.0,148818.0,56234.0,35822.0,0.0802,0.0022,0.0338,0.1452,0.0002,0.7076,0.5974,35.842998,-86.343226
,,,Tennessee,Scott County,22068.0,10837.0,11231.0,5805.0,8111.0,4360.0,3792.0,0.0096,0.0031,0.0001,0.0057,0.0,0.9714,0.8235,35.842998,-86.343226
,,,Tennessee,Sequatchie County,15026.0,7442.0,7584.0,3412.0,5174.0,3310.0,3130.0,0.0354,0.0011,0.0,0.0022,0.0,0.9353,0.8573,35.842998,-86.343226
,,,Tennessee,Sevier County,98250.0,48257.0,49993.0,21976.0,34856.0,21446.0,19972.0,0.0599,0.0039,0.0078,0.009000000000000001,0.0002,0.8999,0.7802,35.842998,-86.343226
,,,Tennessee,Shelby County,937166.0,444634.0,492532.0,255641.0,377841.0,172313.0,131371.0,0.0636,0.0011,0.0262,0.5343,0.0002,0.3576,0.2236,35.842998,-86.343226
,,,Tennessee,Smith County,20157.0,10021.0,10136.0,4937.0,7379.0,4355.0,3486.0,0.0272,0.0054,0.0037,0.02,0.0,0.9259999999999999,0.8147,35.842998,-86.343226
,,,Tennessee,Stewart County,13715.0,6852.0,6863.0,3134.0,4668.0,3080.0,2833.0,0.0302,0.0025,0.0071,0.0092,0.0039,0.9179,0.7951,35.842998,-86.343226
,,,Tennessee,Sullivan County,158348.0,77058.0,81290.0,33398.0,55906.0,33859.0,35185.0,0.019,0.001,0.0061,0.0184,0.0006,0.934,0.7209000000000001,35.842998,-86.343226
,,,Tennessee,Sumner County,191283.0,93379.0,97904.0,48840.0,73203.0,38193.0,31047.0,0.0488,0.0025,0.013999999999999999,0.0727,0.0004,0.8412,0.7116,35.842998,-86.343226
,,,Tennessee,Tipton County,61599.0,30348.0,31251.0,16367.0,23413.0,12630.0,9189.0,0.0278,0.0029,0.0067,0.1836,0.0,0.7569,0.665,35.842998,-86.343226
,,,Tennessee,Trousdale County,11284.0,6642.0,4642.0,2476.0,5449.0,1896.0,1463.0,0.0108,0.0053,0.0024,0.1018,0.0,0.8416,0.7377,35.842998,-86.343226
,,,Tennessee,Unicoi County,17883.0,8849.0,9034.0,3671.0,6032.0,4016.0,4164.0,0.049,0.001,0.0028,0.0034,0.0,0.9314,0.7048,35.842998,-86.343226
,,,Tennessee,Union County,19972.0,9895.0,10077.0,4675.0,7038.0,4544.0,3715.0,0.0167,0.0003,0.0028,0.005,0.0027,0.9624,0.8525,35.842998,-86.343226
,,,Tennessee,Van Buren County,5872.0,2961.0,2911.0,1263.0,1926.0,1308.0,1375.0,0.0071,0.0,0.0,0.0028,0.0,0.9571,0.7701,35.842998,-86.343226
,,,Tennessee,Warren County,41277.0,20508.0,20769.0,10511.0,15218.0,8156.0,7392.0,0.0908,0.0032,0.006999999999999999,0.0206,0.0023,0.8525,0.7251,35.842998,-86.343226
,,,Tennessee,Washington County,129375.0,63205.0,66170.0,28461.0,51198.0,25441.0,24275.0,0.0343,0.0029,0.0164,0.0399,0.0,0.8863,0.6725,35.842998,-86.343226
,,,Tennessee,Wayne County,16673.0,9233.0,7440.0,3087.0,6769.0,3502.0,3315.0,0.0208,0.0015,0.0079,0.0685,0.0,0.897,0.7223,35.842998,-86.343226
,,,Tennessee,Weakley County,33328.0,16277.0,17051.0,7802.0,12947.0,6235.0,6344.0,0.0258,0.0042,0.0025,0.0845,0.0006,0.8677,0.7334,35.842998,-86.343226
,,,Tennessee,White County,27345.0,13386.0,13959.0,6514.0,9482.0,5734.0,5615.0,0.0257,0.0003,0.0018,0.0212,0.0,0.9348,0.778,35.842998,-86.343226
,,,Tennessee,Williamson County,238412.0,117098.0,121314.0,70079.0,88347.0,47797.0,32189.0,0.0477,0.0006,0.042,0.040999999999999995,0.0003,0.8458,0.6454,35.842998,-86.343226
,,,Tennessee,Wilson County,144657.0,71178.0,73479.0,37188.0,55164.0,29119.0,23186.0,0.0423,0.0029,0.0164,0.0712,0.0002,0.8497,0.7020000000000001,35.842998,-86.343226
,,,Texas,Anderson County,57735.0,35474.0,22261.0,12087.0,26465.0,10525.0,8658.0,0.1779,0.0031,0.0056,0.2095,0.0002,0.5893,0.6037,31.447238,-99.317341
,,,Texas,Andrews County,18705.0,9568.0,9137.0,6323.0,7611.0,2938.0,1833.0,0.5628,0.0,0.0036,0.0068,0.0017,0.4018,0.4250999999999999,31.447238,-99.317341
,,,Texas,Angelina County,86715.0,42353.0,44362.0,24237.0,32015.0,16041.0,14422.0,0.2213,0.0012,0.011000000000000001,0.146,0.0001,0.605,0.6204000000000001,31.447238,-99.317341
,,,Texas,Aransas County,23510.0,11633.0,11877.0,4588.0,6865.0,5266.0,6791.0,0.2748,0.0011,0.02,0.0138,0.0,0.6739,0.6903,31.447238,-99.317341
,,,Texas,Archer County,8553.0,4186.0,4367.0,2029.0,2842.0,2005.0,1677.0,0.0828,0.0068,0.0017,0.0087,0.0,0.8834,0.9,31.447238,-99.317341
,,,Texas,Armstrong County,1887.0,923.0,964.0,462.0,595.0,360.0,470.0,0.0755,0.0112,0.0,0.0025,0.0,0.8936,0.9108,31.447238,-99.317341
,,,Texas,Atascosa County,51153.0,25474.0,25679.0,15278.0,19457.0,8813.0,7605.0,0.6432,0.0011,0.0035,0.0027,0.0,0.3329,0.34950000000000003,31.447238,-99.317341
,,,Texas,Austin County,30032.0,14931.0,15101.0,7839.0,10143.0,6117.0,5933.0,0.2684,0.001,0.0037,0.0874,0.0,0.6221,0.6395,31.447238,-99.317341
,,,Texas,Bailey County,7000.0,3516.0,3484.0,2367.0,2465.0,1132.0,1036.0,0.6213,0.0113,0.008,0.0046,0.0,0.3548,0.3548,31.447238,-99.317341
,,,Texas,Bandera County,23112.0,11472.0,11640.0,4199.0,6453.0,6021.0,6439.0,0.1879,0.0035,0.0028,0.0069,0.0,0.7783,0.7988999999999999,31.447238,-99.317341
,,,Texas,Bastrop County,88723.0,45112.0,43611.0,24793.0,32150.0,17915.0,13865.0,0.3768,0.0027,0.0084,0.0707,0.0,0.5233,0.5414,31.447238,-99.317341
,,,Texas,Baylor County,3509.0,1704.0,1805.0,872.0,1102.0,691.0,844.0,0.0853,0.0025,0.0,0.0308,0.0112,0.8661,0.8702,31.447238,-99.317341
,,,Texas,Bee County,32565.0,19825.0,12740.0,7786.0,15571.0,5117.0,4091.0,0.5886,0.0042,0.0052,0.0683,0.0001,0.3138,0.3336,31.447238,-99.317341
,,,Texas,Bell County,362924.0,180296.0,182628.0,110277.0,158146.0,53967.0,40534.0,0.2482,0.0024,0.0284,0.2152,0.0063,0.4577,0.4995000000000001,31.447238,-99.317341
,,,Texas,Bexar County,2003554.0,989790.0,1013764.0,565620.0,865675.0,324416.0,247843.0,0.6022,0.0016,0.0274,0.071,0.0009,0.2767,0.29690000000000005,31.447238,-99.317341
,,,Texas,Blanco County,11931.0,5950.0,5981.0,2379.0,3574.0,2974.0,3004.0,0.1938,0.0012,0.0144,0.0003,0.0037,0.7699,0.7866,31.447238,-99.317341
,,,Texas,Borden County,654.0,337.0,317.0,142.0,196.0,142.0,174.0,0.13699999999999998,0.0,0.0,0.0,0.0,0.8385,0.863,31.447238,-99.317341
,,,Texas,Bosque County,18685.0,9237.0,9448.0,4299.0,5698.0,3947.0,4741.0,0.1834,0.0036,0.0055,0.0161,0.0,0.7783,0.7914,31.447238,-99.317341
,,,Texas,Bowie County,93245.0,46673.0,46572.0,24090.0,36181.0,17142.0,15832.0,0.076,0.0088,0.0104,0.2438,0.0002,0.6379,0.6608,31.447238,-99.317341
,,,Texas,Brazoria County,374264.0,189053.0,185211.0,106958.0,155084.0,66470.0,45752.0,0.3063,0.0036,0.066,0.1365,0.0001,0.4721,0.4875,31.447238,-99.317341
,,,Texas,Brazos County,229211.0,115425.0,113786.0,61743.0,116585.0,29190.0,21693.0,0.2556,0.0013,0.0611,0.1028,0.0006,0.5579,0.5786,31.447238,-99.317341
,,,Texas,Brewster County,9203.0,4689.0,4514.0,1861.0,3338.0,1773.0,2231.0,0.4477,0.0187,0.0149,0.0021,0.0,0.5029,0.5166,31.447238,-99.317341
,,,Texas,Briscoe County,1546.0,769.0,777.0,332.0,503.0,307.0,404.0,0.3562,0.0,0.0,0.0082,0.0151,0.58,0.6205,31.447238,-99.317341
,,,Texas,Brooks County,7093.0,3616.0,3477.0,2137.0,2505.0,1143.0,1308.0,0.9307,0.0,0.0,0.0,0.0,0.0669,0.06930000000000003,31.447238,-99.317341
,,,Texas,Brown County,37864.0,18732.0,19132.0,9244.0,13472.0,7428.0,7720.0,0.2225,0.0029,0.0071,0.0353,0.0,0.7163,0.7322,31.447238,-99.317341
,,,Texas,Burleson County,18443.0,9104.0,9339.0,4424.0,6016.0,4136.0,3867.0,0.2069,0.0034,0.0004,0.1312,0.0,0.6472,0.6581,31.447238,-99.317341
,,,Texas,Burnet County,48155.0,23599.0,24556.0,11167.0,15677.0,10312.0,10999.0,0.2223,0.0032,0.0086,0.0175,0.0005,0.736,0.7479,31.447238,-99.317341
,,,Texas,Caldwell County,43664.0,22029.0,21635.0,11670.0,17489.0,7993.0,6512.0,0.5219,0.0042,0.0097,0.055999999999999994,0.0013,0.3967,0.4068999999999999,31.447238,-99.317341
,,,Texas,Calhoun County,21290.0,10930.0,10360.0,5621.0,7614.0,4074.0,3981.0,0.4887,0.0,0.0526,0.0233,0.0003,0.4229,0.4351,31.447238,-99.317341
,,,Texas,Callahan County,13943.0,6915.0,7028.0,3335.0,4682.0,2968.0,2958.0,0.0963,0.0004,0.005,0.0091,0.0,0.86,0.8892,31.447238,-99.317341
,,,Texas,Cameron County,423163.0,206296.0,216867.0,140542.0,160278.0,63736.0,58607.0,0.8966,0.0014,0.0066,0.004,0.0001,0.0896,0.09130000000000003,31.447238,-99.317341
,,,Texas,Camp County,13094.0,6362.0,6732.0,3746.0,4432.0,2422.0,2494.0,0.2497,0.0045,0.0043,0.1581,0.0,0.5578,0.5834,31.447238,-99.317341
,,,Texas,Carson County,5926.0,2982.0,2944.0,1514.0,1974.0,1188.0,1250.0,0.0992,0.0161,0.0037,0.008,0.0,0.8572,0.873,31.447238,-99.317341
,,,Texas,Cass County,30026.0,14512.0,15514.0,7305.0,9654.0,6211.0,6856.0,0.045,0.0004,0.0055,0.1708,0.0,0.7631,0.7783,31.447238,-99.317341
,,,Texas,Castro County,7530.0,3863.0,3667.0,2368.0,2650.0,1276.0,1236.0,0.6459999999999999,0.0018,0.0061,0.0212,0.0004,0.3196,0.3245,31.447238,-99.317341
,,,Texas,Chambers County,43837.0,22123.0,21714.0,13330.0,17794.0,7454.0,5259.0,0.2244,0.0015,0.0113,0.0726,0.0,0.6697,0.6902,31.447238,-99.317341
,,,Texas,Cherokee County,52646.0,26824.0,25822.0,14930.0,18816.0,9456.0,9444.0,0.2314,0.0056,0.0044,0.135,0.0008,0.6069,0.6228,31.447238,-99.317341
,,,Texas,Childress County,7306.0,4475.0,2831.0,1554.0,3523.0,1064.0,1165.0,0.3101,0.0,0.0054,0.0804,0.0,0.5846,0.6041,31.447238,-99.317341
,,,Texas,Clay County,10471.0,5230.0,5241.0,2282.0,3288.0,2417.0,2484.0,0.0628,0.0097,0.0112,0.0045,0.0,0.8977,0.9118,31.447238,-99.317341
,,,Texas,Cochran County,2853.0,1447.0,1406.0,832.0,1032.0,521.0,468.0,0.5871,0.0,0.0,0.0384,0.0,0.3606,0.3745000000000001,31.447238,-99.317341
,,,Texas,Coke County,3387.0,1695.0,1692.0,797.0,984.0,659.0,947.0,0.2153,0.0067,0.0,0.0097,0.0,0.762,0.7683,31.447238,-99.317341
,,,Texas,Coleman County,8175.0,4161.0,4014.0,1840.0,2367.0,1849.0,2119.0,0.1752,0.0053,0.005,0.0161,0.0,0.7683,0.7984,31.447238,-99.317341
,,,Texas,Collin County,1034730.0,509556.0,525174.0,291011.0,438848.0,188296.0,116575.0,0.1527,0.0033,0.1509,0.0963,0.0006,0.5696,0.5962000000000001,31.447238,-99.317341
,,,Texas,Collingsworth County,2920.0,1430.0,1490.0,800.0,1010.0,555.0,555.0,0.2876,0.0209,0.0,0.0835,0.0,0.6009,0.608,31.447238,-99.317341
,,,Texas,Colorado County,21493.0,10823.0,10670.0,5446.0,6821.0,4376.0,4850.0,0.2973,0.0009,0.0002,0.1264,0.0,0.5593,0.5751999999999999,31.447238,-99.317341
,,,Texas,Comal County,156209.0,77331.0,78878.0,38518.0,56076.0,33087.0,28528.0,0.2736,0.0008,0.0111,0.02,0.0003,0.6751,0.6941999999999999,31.447238,-99.317341
,,,Texas,Comanche County,13635.0,6794.0,6841.0,3314.0,4199.0,2792.0,3330.0,0.2792,0.0069,0.0061,0.006,0.0,0.6946,0.7018,31.447238,-99.317341
,,,Texas,Concho County,2726.0,1449.0,1277.0,549.0,846.0,642.0,689.0,0.4513,0.0031,0.004,0.0116,0.0,0.5285,0.53,31.447238,-99.317341
,,,Texas,Cooke County,41257.0,20576.0,20681.0,10698.0,14434.0,8321.0,7804.0,0.1815,0.0069,0.0086,0.027999999999999997,0.0006,0.7534,0.7744,31.447238,-99.317341
,,,Texas,Coryell County,75951.0,37826.0,38125.0,19012.0,38552.0,10347.0,8040.0,0.1828,0.0065,0.0195,0.1277,0.0075,0.5868,0.6559999999999999,31.447238,-99.317341
,,,Texas,Cottle County,1398.0,681.0,717.0,358.0,418.0,283.0,339.0,0.2314,0.0091,0.0,0.1449,0.0,0.5177,0.6146,31.447238,-99.317341
,,,Texas,Crane County,4797.0,2418.0,2379.0,1530.0,1842.0,831.0,594.0,0.6437,0.0021,0.0198,0.0231,0.0,0.3113,0.3112999999999999,31.447238,-99.317341
,,,Texas,Crockett County,3464.0,1738.0,1726.0,938.0,1213.0,701.0,612.0,0.6188,0.0,0.0,0.0069,0.0,0.3743,0.3743,31.447238,-99.317341
,,,Texas,Crosby County,5737.0,2847.0,2890.0,1655.0,1946.0,1051.0,1085.0,0.5601,0.0,0.0057,0.0314,0.0019,0.3939,0.4008999999999999,31.447238,-99.317341
,,,Texas,Culberson County,2171.0,1083.0,1088.0,535.0,716.0,440.0,480.0,0.7105,0.0005,0.0059,0.0014,0.0,0.2538,0.2817000000000001,31.447238,-99.317341
,,,Texas,Dallam County,7287.0,3836.0,3451.0,2523.0,2759.0,1148.0,857.0,0.4582,0.0115,0.0194,0.0077,0.0,0.4964,0.5032000000000001,31.447238,-99.317341
,,,Texas,Dallas County,2635516.0,1300175.0,1335341.0,749026.0,1147607.0,446766.0,292117.0,0.4018,0.0021,0.0624,0.2226,0.0004,0.2913,0.3107000000000001,31.447238,-99.317341
,,,Texas,Dawson County,12728.0,6962.0,5766.0,3626.0,5230.0,1974.0,1898.0,0.5747,0.0036,0.0019,0.0769,0.0,0.3329,0.3429,31.447238,-99.317341
,,,Texas,Deaf Smith County,18546.0,9246.0,9300.0,6296.0,6971.0,2856.0,2423.0,0.7283,0.0037,0.0063,0.0064,0.001,0.2469,0.2543000000000001,31.447238,-99.317341
,,,Texas,Delta County,5331.0,2653.0,2678.0,1381.0,1736.0,1096.0,1118.0,0.0777,0.0008,0.0053,0.0878,0.0,0.8076,0.8284,31.447238,-99.317341
,,,Texas,Denton County,887207.0,436223.0,450984.0,239747.0,393171.0,160790.0,93499.0,0.193,0.0037,0.0865,0.0958,0.0008,0.5925,0.6202,31.447238,-99.317341
,,,Texas,DeWitt County,20160.0,10585.0,9575.0,4962.0,7128.0,4035.0,4035.0,0.3536,0.0002,0.0,0.0928,0.0,0.5478,0.5534,31.447238,-99.317341
,,,Texas,Dickens County,2211.0,1227.0,984.0,468.0,828.0,390.0,525.0,0.2982,0.0,0.005,0.0268,0.0,0.67,0.6699999999999999,31.447238,-99.317341
,,,Texas,Dimmit County,10124.0,4933.0,5191.0,3198.0,3603.0,1574.0,1749.0,0.8691,0.0,0.0141,0.0004,0.0,0.1095,0.11640000000000005,31.447238,-99.317341
,,,Texas,Donley County,3278.0,1612.0,1666.0,842.0,1006.0,626.0,804.0,0.1107,0.0036,0.0036,0.0548,0.0,0.8085,0.8272999999999999,31.447238,-99.317341
,,,Texas,Duval County,11157.0,5707.0,5450.0,3142.0,4152.0,1832.0,2031.0,0.8933,0.0,0.0,0.0131,0.0,0.0935,0.09360000000000003,31.447238,-99.317341
,,,Texas,Eastland County,18360.0,9180.0,9180.0,4608.0,6003.0,3695.0,4054.0,0.1636,0.003,0.0062,0.0286,0.0,0.7932,0.7986,31.447238,-99.317341
,,,Texas,Ector County,166223.0,84862.0,81361.0,54911.0,71233.0,24109.0,15970.0,0.6068,0.002,0.0109,0.0443,0.0002,0.3229,0.3358,31.447238,-99.317341
,,,Texas,Edwards County,1932.0,1024.0,908.0,458.0,535.0,378.0,561.0,0.5662,0.0005,0.0,0.0,0.0,0.4327,0.4333,31.447238,-99.317341
,,,Texas,Ellis County,184826.0,91277.0,93549.0,53743.0,72386.0,34409.0,24288.0,0.2623,0.0028,0.0064,0.098,0.0004,0.6083,0.6300999999999999,31.447238,-99.317341
