Social Vulnerability Index (SVI),SVI Category,Percent adults fully vaccinated against COVID-19,STNAME,CTYNAME,POPESTIMATE2019,TOT_MALE,TOT_FEMALE,0 - 17 years,18 - 49 years,50 - 64 years,65 + years,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Percent non-Hispanic Other,Latitude,Longitude
0.97,Very High Concern,0.026,,,,,,,,,,,,,,,,,,
0.96,Very High Concern,0.016,,,,,,,,,,,,,,,,,,
0.94,Very High Concern,0.018000000000000002,,,,,,,,,,,,,,,,,,
0.74,High Concern,0.14800000000000002,,,,,,,,,,,,,,,,,,
0.87,Very High Concern,0.019,,,,,,,,,,,,,,,,,,
0.56,Moderate Concern,0.029,,,,,,,,,,,,,,,,,,
0.42,Moderate Concern,0.038,,,,,,,,,,,,,,,,,,
0.59,Moderate Concern,0.03,,,,,,,,,,,,,,,,,,
0.87,Very High Concern,0.03,,,,,,,,,,,,,,,,,,
0.85,Very High Concern,0.075,,,,,,,,,,,,,,,,,,
0.92,Very High Concern,0.071,,,,,,,,,,,,,,,,,,
0.74,High Concern,0.018000000000000002,,,,,,,,,,,,,,,,,,
0.62,High Concern,0.033,,,,,,,,,,,,,,,,,,
0.84,Very High Concern,0.15,,,,,,,,,,,,,,,,,,
0.34,Low Concern,0.141,,,,,,,,,,,,,,,,,,
0.81,Very High Concern,0.108,,,,,,,,,,,,,,,,,,
0.85,Very High Concern,0.139,,,,,,,,,,,,,,,,,,
0.77,High Concern,0.023,,,,,,,,,,,,,,,,,,
0.98,Very High Concern,0.054000000000000006,,,,,,,,,,,,,,,,,,
0.52,Moderate Concern,0.189,,,,,,,,,,,,,,,,,,
0.98,Very High Concern,0.041,,,,,,,,,,,,,,,,,,
0.78,High Concern,0.064,,,,,,,,,,,,,,,,,,
0.13,Very Low Concern,0.032,,,,,,,,,,,,,,,,,,
0.88,Very High Concern,0.017,,,,,,,,,,,,,,,,,,
0.69,High Concern,0.205,,,,,,,,,,,,,,,,,,
0.64,High Concern,0.912,,,,,,,,,,,,,,,,,,
0.93,Very High Concern,0.022,,,,,,,,,,,,,,,,,,
0.12,Very Low Concern,0.101,,,,,,,,,,,,,,,,,,
0.77,High Concern,0.08900000000000001,,,,,,,,,,,,,,,,,,
0.93,Very High Concern,0.08900000000000001,,,,,,,,,,,,,,,,,,
0.91,Very High Concern,0.03,,,,,,,,,,,,,,,,,,
0.98,Very High Concern,0.126,,,,,,,,,,,,,,,,,,
0.27,Low Concern,0.11,,,,,,,,,,,,,,,,,,
0.95,Very High Concern,0.101,,,,,,,,,,,,,,,,,,
0.98,Very High Concern,0.035,,,,,,,,,,,,,,,,,,
0.13,Very Low Concern,0.099,,,,,,,,,,,,,,,,,,
0.85,Very High Concern,0.177,,,,,,,,,,,,,,,,,,
0.24,Low Concern,0.077,,,,,,,,,,,,,,,,,,
0.68,High Concern,0.056,,,,,,,,,,,,,,,,,,
0.99,Very High Concern,0.048,,,,,,,,,,,,,,,,,,
0.52,Moderate Concern,0.046,,,,,,,,,,,,,,,,,,
0.1,Very Low Concern,0.015,,,,,,,,,,,,,,,,,,
0.95,Very High Concern,0.156,,,,,,,,,,,,,,,,,,
0.66,High Concern,0.08199999999999999,,,,,,,,,,,,,,,,,,
0.92,Very High Concern,0.021,,,,,,,,,,,,,,,,,,
0.95,Very High Concern,0.05,,,,,,,,,,,,,,,,,,
0.95,Very High Concern,0.032,,,,,,,,,,,,,,,,,,
0.54,Moderate Concern,0.065,,,,,,,,,,,,,,,,,,
0.92,Very High Concern,0.045,,,,,,,,,,,,,,,,,,
0.66,High Concern,0.034,,,,,,,,,,,,,,,,,,
0.24,Low Concern,0.08199999999999999,,,,,,,,,,,,,,,,,,
0.83,Very High Concern,0.064,,,,,,,,,,,,,,,,,,
0.98,Very High Concern,0.108,,,,,,,,,,,,,,,,,,
0.98,Very High Concern,0.068,,,,,,,,,,,,,,,,,,
0.3,Low Concern,0.067,,,,,,,,,,,,,,,,,,
0.06,Very Low Concern,0.112,,,,,,,,,,,,,,,,,,
0.89,Very High Concern,0.018000000000000002,,,,,,,,,,,,,,,,,,
0.04,Very Low Concern,0.047,,,,,,,,,,,,,,,,,,
0.85,Very High Concern,0.015,,,,,,,,,,,,,,,,,,
0.53,Moderate Concern,0.073,,,,,,,,,,,,,,,,,,
0.56,Moderate Concern,0.028,,,,,,,,,,,,,,,,,,
0.69,High Concern,0.046,,,,,,,,,,,,,,,,,,
0.72,High Concern,0.258,,,,,,,,,,,,,,,,,,
0.88,Very High Concern,0.006999999999999999,,,,,,,,,,,,,,,,,,
0.93,Very High Concern,0.042,,,,,,,,,,,,,,,,,,
0.54,Moderate Concern,0.201,,,,,,,,,,,,,,,,,,
0.43,Moderate Concern,0.064,,,,,,,,,,,,,,,,,,
0.71,High Concern,0.046,,,,,,,,,,,,,,,,,,
0.66,High Concern,0.078,,,,,,,,,,,,,,,,,,
0.8,High Concern,0.018000000000000002,,,,,,,,,,,,,,,,,,
0.54,Moderate Concern,0.036000000000000004,,,,,,,,,,,,,,,,,,
0.13,Very Low Concern,0.067,,,,,,,,,,,,,,,,,,
0.72,High Concern,0.12,,,,,,,,,,,,,,,,,,
0.72,High Concern,0.03,,,,,,,,,,,,,,,,,,
0.31,Low Concern,0.053,,,,,,,,,,,,,,,,,,
0.57,Moderate Concern,0.122,,,,,,,,,,,,,,,,,,
0.84,Very High Concern,0.039,,,,,,,,,,,,,,,,,,
0.35,Low Concern,0.092,,,,,,,,,,,,,,,,,,
0.69,High Concern,0.048,,,,,,,,,,,,,,,,,,
0.94,Very High Concern,0.02,,,,,,,,,,,,,,,,,,
0.94,Very High Concern,0.104,,,,,,,,,,,,,,,,,,
0.83,Very High Concern,0.076,,,,,,,,,,,,,,,,,,
0.91,Very High Concern,0.029,,,,,,,,,,,,,,,,,,
0.38,Low Concern,0.085,,,,,,,,,,,,,,,,,,
0.49,Moderate Concern,0.033,,,,,,,,,,,,,,,,,,
0.87,Very High Concern,0.038,,,,,,,,,,,,,,,,,,
0.8,Very High Concern,0.103,,,,,,,,,,,,,,,,,,
0.35,Low Concern,0.017,,,,,,,,,,,,,,,,,,
0.89,Very High Concern,0.199,,,,,,,,,,,,,,,,,,
0.56,Moderate Concern,0.046,,,,,,,,,,,,,,,,,,
0.83,Very High Concern,0.011,,,,,,,,,,,,,,,,,,
0.87,Very High Concern,0.104,,,,,,,,,,,,,,,,,,
0.43,Moderate Concern,0.006999999999999999,,,,,,,,,,,,,,,,,,
0.94,Very High Concern,0.044,,,,,,,,,,,,,,,,,,
0.59,Moderate Concern,0.179,,,,,,,,,,,,,,,,,,
0.93,Very High Concern,0.035,,,,,,,,,,,,,,,,,,
0.64,High Concern,0.059,,,,,,,,,,,,,,,,,,
0.85,Very High Concern,0.027000000000000003,,,,,,,,,,,,,,,,,,
0.87,Very High Concern,0.073,,,,,,,,,,,,,,,,,,
0.78,High Concern,0.057,,,,,,,,,,,,,,,,,,
0.99,Very High Concern,0.044,,,,,,,,,,,,,,,,,,
0.46,Moderate Concern,0.016,,,,,,,,,,,,,,,,,,
0.85,Very High Concern,0.067,,,,,,,,,,,,,,,,,,
0.24,Low Concern,0.097,,,,,,,,,,,,,,,,,,
0.71,High Concern,0.019,,,,,,,,,,,,,,,,,,
0.9,Very High Concern,0.109,,,,,,,,,,,,,,,,,,
0.71,High Concern,0.034,,,,,,,,,,,,,,,,,,
0.04,Very Low Concern,0.116,,,,,,,,,,,,,,,,,,
0.52,Moderate Concern,0.095,,,,,,,,,,,,,,,,,,
0.14,Very Low Concern,0.051,,,,,,,,,,,,,,,,,,
0.94,Very High Concern,0.019,,,,,,,,,,,,,,,,,,
0.28,Low Concern,0.046,,,,,,,,,,,,,,,,,,
0.66,High Concern,0.107,,,,,,,,,,,,,,,,,,
0.15,Very Low Concern,0.031,,,,,,,,,,,,,,,,,,
0.8,Very High Concern,0.009000000000000001,,,,,,,,,,,,,,,,,,
0.85,Very High Concern,0.023,,,,,,,,,,,,,,,,,,
0.43,Moderate Concern,0.031,,,,,,,,,,,,,,,,,,
0.94,Very High Concern,0.05,,,,,,,,,,,,,,,,,,
0.53,Moderate Concern,0.113,,,,,,,,,,,,,,,,,,
0.97,Very High Concern,0.023,,,,,,,,,,,,,,,,,,
0.93,Very High Concern,0.139,,,,,,,,,,,,,,,,,,
0.55,Moderate Concern,0.02,,,,,,,,,,,,,,,,,,
0.82,Very High Concern,0.023,,,,,,,,,,,,,,,,,,
0.85,Very High Concern,0.14,,,,,,,,,,,,,,,,,,
0.83,Very High Concern,0.019,,,,,,,,,,,,,,,,,,
0.87,Very High Concern,0.028,,,,,,,,,,,,,,,,,,
0.8,High Concern,0.01,,,,,,,,,,,,,,,,,,
0.92,Very High Concern,0.063,,,,,,,,,,,,,,,,,,
0.98,Very High Concern,0.14400000000000002,,,,,,,,,,,,,,,,,,
0.86,Very High Concern,0.094,,,,,,,,,,,,,,,,,,
0.91,Very High Concern,0.059,,,,,,,,,,,,,,,,,,
0.91,Very High Concern,0.024,,,,,,,,,,,,,,,,,,
0.92,Very High Concern,0.11,,,,,,,,,,,,,,,,,,
0.84,Very High Concern,0.064,,,,,,,,,,,,,,,,,,
0.96,Very High Concern,0.042,,,,,,,,,,,,,,,,,,
0.91,Very High Concern,0.079,,,,,,,,,,,,,,,,,,
0.88,Very High Concern,0.09,,,,,,,,,,,,,,,,,,
0.98,Very High Concern,0.033,,,,,,,,,,,,,,,,,,
0.33,Low Concern,0.017,,,,,,,,,,,,,,,,,,
0.95,Very High Concern,0.027000000000000003,,,,,,,,,,,,,,,,,,
0.9,Very High Concern,0.051,,,,,,,,,,,,,,,,,,
0.98,Very High Concern,0.064,,,,,,,,,,,,,,,,,,
0.76,High Concern,0.017,,,,,,,,,,,,,,,,,,
0.31,Low Concern,0.028,,,,,,,,,,,,,,,,,,
0.85,Very High Concern,0.154,,,,,,,,,,,,,,,,,,
0.64,High Concern,0.07,,,,,,,,,,,,,,,,,,
0.29,Low Concern,0.07,,,,,,,,,,,,,,,,,,
0.84,Very High Concern,0.08800000000000001,,,,,,,,,,,,,,,,,,
0.89,Very High Concern,0.027000000000000003,,,,,,,,,,,,,,,,,,
0.95,Very High Concern,0.037000000000000005,,,,,,,,,,,,,,,,,,
0.92,Very High Concern,0.139,,,,,,,,,,,,,,,,,,
0.79,High Concern,0.044,,,,,,,,,,,,,,,,,,
0.81,Very High Concern,0.026,,,,,,,,,,,,,,,,,,
0.24,Low Concern,0.013,,,,,,,,,,,,,,,,,,
0.88,Very High Concern,0.064,,,,,,,,,,,,,,,,,,
0.82,Very High Concern,0.032,,,,,,,,,,,,,,,,,,
0.76,High Concern,0.053,,,,,,,,,,,,,,,,,,
0.79,High Concern,0.063,,,,,,,,,,,,,,,,,,
0.74,High Concern,0.036000000000000004,,,,,,,,,,,,,,,,,,
0.58,Moderate Concern,,,,,,,,,,,,,,,,,,,
0.47,Moderate Concern,,,,,,,,,,,,,,,,,,,
0.32,Low Concern,,,,,,,,,,,,,,,,,,,
0.31,Low Concern,,,,,,,,,,,,,,,,,,,
0.39,Low Concern,,,,,,,,,,,,,,,,,,,
0.14,Very Low Concern,0.259,,,,,,,,,,,,,,,,,,
0.29,Low Concern,0.174,,,,,,,,,,,,,,,,,,
0.58,Moderate Concern,0.21600000000000005,,,,,,,,,,,,,,,,,,
0.21,Low Concern,0.27,,,,,,,,,,,,,,,,,,
0.73,High Concern,0.241,,,,,,,,,,,,,,,,,,
0.51,Moderate Concern,0.203,,,,,,,,,,,,,,,,,,
0.32,Low Concern,0.33,,,,,,,,,,,,,,,,,,
0.07,Very Low Concern,0.157,,,,,,,,,,,,,,,,,,
0.24,Low Concern,0.211,,,,,,,,,,,,,,,,,,
0.36,Low Concern,0.202,,,,,,,,,,,,,,,,,,
0.31,Low Concern,0.177,,,,,,,,,,,,,,,,,,
0.25,Low Concern,0.266,,,,,,,,,,,,,,,,,,
0.13,Very Low Concern,0.183,,,,,,,,,,,,,,,,,,
0.74,High Concern,0.163,,,,,,,,,,,,,,,,,,
0.19,Very Low Concern,0.171,,,,,,,,,,,,,,,,,,
0.67,High Concern,0.141,,,,,,,,,,,,,,,,,,
0.89,Very High Concern,0.111,,,,,,,,,,,,,,,,,,
0.44,Moderate Concern,0.183,,,,,,,,,,,,,,,,,,
0.44,Moderate Concern,0.214,,,,,,,,,,,,,,,,,,
0.59,Moderate Concern,0.17800000000000002,,,,,,,,,,,,,,,,,,
0.14,Very Low Concern,0.17800000000000002,,,,,,,,,,,,,,,,,,
0.51,Moderate Concern,0.16899999999999998,,,,,,,,,,,,,,,,,,
0.66,High Concern,0.187,,,,,,,,,,,,,,,,,,
0.71,High Concern,0.16399999999999998,,,,,,,,,,,,,,,,,,
0.54,Moderate Concern,0.159,,,,,,,,,,,,,,,,,,
0.25,Low Concern,0.16399999999999998,,,,,,,,,,,,,,,,,,
0.67,High Concern,0.158,,,,,,,,,,,,,,,,,,
0.23,Low Concern,0.221,,,,,,,,,,,,,,,,,,
0.25,Low Concern,0.233,,,,,,,,,,,,,,,,,,
0.3,Low Concern,0.261,,,,,,,,,,,,,,,,,,
0.57,Moderate Concern,0.279,,,,,,,,,,,,,,,,,,
0.56,Moderate Concern,0.14300000000000002,,,,,,,,,,,,,,,,,,
0.4,Moderate Concern,0.132,,,,,,,,,,,,,,,,,,
0.68,High Concern,0.138,,,,,,,,,,,,,,,,,,
0.51,Moderate Concern,0.245,,,,,,,,,,,,,,,,,,
0.34,Low Concern,0.25,,,,,,,,,,,,,,,,,,
0.82,Very High Concern,0.131,,,,,,,,,,,,,,,,,,
0.6,High Concern,0.149,,,,,,,,,,,,,,,,,,
0.52,Moderate Concern,0.267,,,,,,,,,,,,,,,,,,
0.76,High Concern,0.247,,,,,,,,,,,,,,,,,,
0.13,Very Low Concern,0.21,,,,,,,,,,,,,,,,,,
0.5,Moderate Concern,0.193,,,,,,,,,,,,,,,,,,
0.09,Very Low Concern,0.292,,,,,,,,,,,,,,,,,,
0.85,Very High Concern,0.173,,,,,,,,,,,,,,,,,,
0.25,Low Concern,0.383,,,,,,,,,,,,,,,,,,
0.96,Very High Concern,0.131,,,,,,,,,,,,,,,,,,
0.37,Low Concern,0.21,,,,,,,,,,,,,,,,,,
0.47,Moderate Concern,0.192,,,,,,,,,,,,,,,,,,
0.47,Moderate Concern,0.195,,,,,,,,,,,,,,,,,,
0.29,Low Concern,0.204,,,,,,,,,,,,,,,,,,
0.19,Very Low Concern,0.331,,,,,,,,,,,,,,,,,,
0.17,Very Low Concern,0.2,,,,,,,,,,,,,,,,,,
0.7,High Concern,0.303,,,,,,,,,,,,,,,,,,
0.5,Moderate Concern,0.28800000000000003,,,,,,,,,,,,,,,,,,
0.24,Low Concern,0.21,,,,,,,,,,,,,,,,,,
0.21,Low Concern,0.174,,,,,,,,,,,,,,,,,,
0.61,High Concern,0.202,,,,,,,,,,,,,,,,,,
0.18,Very Low Concern,0.25,,,,,,,,,,,,,,,,,,
0.5,Moderate Concern,0.172,,,,,,,,,,,,,,,,,,
0.68,High Concern,0.192,,,,,,,,,,,,,,,,,,
0.38,Low Concern,0.229,,,,,,,,,,,,,,,,,,
0.16,Very Low Concern,0.187,,,,,,,,,,,,,,,,,,
0.49,Moderate Concern,0.147,,,,,,,,,,,,,,,,,,
0.13,Very Low Concern,0.225,,,,,,,,,,,,,,,,,,
0.44,Moderate Concern,0.188,,,,,,,,,,,,,,,,,,
0.16,Very Low Concern,0.218,,,,,,,,,,,,,,,,,,
0.34,Low Concern,0.16399999999999998,,,,,,,,,,,,,,,,,,
0.24,Low Concern,0.199,,,,,,,,,,,,,,,,,,
0.2,Very Low Concern,0.18,,,,,,,,,,,,,,,,,,
0.59,Moderate Concern,0.147,,,,,,,,,,,,,,,,,,
0.31,Low Concern,0.259,,,,,,,,,,,,,,,,,,
0.61,High Concern,0.17600000000000002,,,,,,,,,,,,,,,,,,
0.58,Moderate Concern,0.21600000000000005,,,,,,,,,,,,,,,,,,
0.45,Moderate Concern,0.272,,,,,,,,,,,,,,,,,,
0.2,Very Low Concern,0.272,,,,,,,,,,,,,,,,,,
0.08,Very Low Concern,0.156,,,,,,,,,,,,,,,,,,
0.15,Very Low Concern,0.208,,,,,,,,,,,,,,,,,,
0.12,Very Low Concern,0.278,,,,,,,,,,,,,,,,,,
0.5,Moderate Concern,0.2,,,,,,,,,,,,,,,,,,
0.07,Very Low Concern,0.17,,,,,,,,,,,,,,,,,,
0.2,Low Concern,0.234,,,,,,,,,,,,,,,,,,
0.34,Low Concern,0.224,,,,,,,,,,,,,,,,,,
0.7,High Concern,0.292,,,,,,,,,,,,,,,,,,
0.24,Low Concern,0.188,,,,,,,,,,,,,,,,,,
0.81,Very High Concern,0.212,,,,,,,,,,,,,,,,,,
0.1,Very Low Concern,0.263,,,,,,,,,,,,,,,,,,
0.05,Very Low Concern,0.273,,,,,,,,,,,,,,,,,,
0.46,Moderate Concern,0.173,,,,,,,,,,,,,,,,,,
0.42,Moderate Concern,0.183,,,,,,,,,,,,,,,,,,
0.67,High Concern,0.149,,,,,,,,,,,,,,,,,,
0.14,Very Low Concern,0.202,,,,,,,,,,,,,,,,,,
0.65,High Concern,0.235,,,,,,,,,,,,,,,,,,
0.35,Low Concern,0.195,,,,,,,,,,,,,,,,,,
0.43,Moderate Concern,0.175,,,,,,,,,,,,,,,,,,
0.78,High Concern,0.185,,,,,,,,,,,,,,,,,,
0.3,Low Concern,0.16699999999999998,,,,,,,,,,,,,,,,,,
0.48,Moderate Concern,0.184,,,,,,,,,,,,,,,,,,
0.23,Low Concern,0.24,,,,,,,,,,,,,,,,,,
0.52,Moderate Concern,0.203,,,,,,,,,,,,,,,,,,
0.07,Very Low Concern,0.17600000000000002,,,,,,,,,,,,,,,,,,
0.19,Very Low Concern,0.17,,,,,,,,,,,,,,,,,,
0.6,Moderate Concern,0.191,,,,,,,,,,,,,,,,,,
0.2,Very Low Concern,0.222,,,,,,,,,,,,,,,,,,
0.3,Low Concern,0.262,,,,,,,,,,,,,,,,,,
0.74,High Concern,0.171,,,,,,,,,,,,,,,,,,
0.05,Very Low Concern,0.233,,,,,,,,,,,,,,,,,,
0.29,Low Concern,0.25,,,,,,,,,,,,,,,,,,
0.75,High Concern,0.132,,,,,,,,,,,,,,,,,,
0.05,Very Low Concern,0.285,,,,,,,,,,,,,,,,,,
0.11,Very Low Concern,0.232,,,,,,,,,,,,,,,,,,
0.0,Very Low Concern,0.234,,,,,,,,,,,,,,,,,,
0.39,Low Concern,0.184,,,,,,,,,,,,,,,,,,
0.5,Moderate Concern,0.254,,,,,,,,,,,,,,,,,,
0.29,Low Concern,0.209,,,,,,,,,,,,,,,,,,
0.29,Low Concern,0.185,,,,,,,,,,,,,,,,,,
0.61,High Concern,0.269,,,,,,,,,,,,,,,,,,
0.65,High Concern,0.204,,,,,,,,,,,,,,,,,,
0.0,Very Low Concern,0.332,,,,,,,,,,,,,,,,,,
0.35,Low Concern,0.248,,,,,,,,,,,,,,,,,,
0.45,Moderate Concern,0.133,,,,,,,,,,,,,,,,,,
0.69,High Concern,0.166,,,,,,,,,,,,,,,,,,
0.03,Very Low Concern,0.251,,,,,,,,,,,,,,,,,,
0.46,Moderate Concern,0.212,,,,,,,,,,,,,,,,,,
0.41,Moderate Concern,0.21,,,,,,,,,,,,,,,,,,
0.71,High Concern,0.228,,,,,,,,,,,,,,,,,,
0.52,Moderate Concern,0.272,,,,,,,,,,,,,,,,,,
0.86,Very High Concern,0.248,,,,,,,,,,,,,,,,,,
0.44,Moderate Concern,0.304,,,,,,,,,,,,,,,,,,
0.57,Moderate Concern,0.358,,,,,,,,,,,,,,,,,,
0.14,Very Low Concern,0.251,,,,,,,,,,,,,,,,,,
0.09,Very Low Concern,0.183,,,,,,,,,,,,,,,,,,
0.06,Very Low Concern,0.236,,,,,,,,,,,,,,,,,,
0.5,Moderate Concern,0.212,,,,,,,,,,,,,,,,,,
0.11,Very Low Concern,0.249,,,,,,,,,,,,,,,,,,
0.68,High Concern,0.284,,,,,,,,,,,,,,,,,,
0.81,Very High Concern,0.189,,,,,,,,,,,,,,,,,,
0.32,Low Concern,0.266,,,,,,,,,,,,,,,,,,
0.61,High Concern,0.226,,,,,,,,,,,,,,,,,,
0.07,Very Low Concern,0.287,,,,,,,,,,,,,,,,,,
0.43,Moderate Concern,0.219,,,,,,,,,,,,,,,,,,
0.54,Moderate Concern,0.219,,,,,,,,,,,,,,,,,,
0.33,Low Concern,0.189,,,,,,,,,,,,,,,,,,
0.2,Low Concern,0.18,,,,,,,,,,,,,,,,,,
0.48,Moderate Concern,0.248,,,,,,,,,,,,,,,,,,
0.72,High Concern,0.201,,,,,,,,,,,,,,,,,,
0.02,Very Low Concern,0.246,,,,,,,,,,,,,,,,,,
0.59,Moderate Concern,0.205,,,,,,,,,,,,,,,,,,
0.52,Moderate Concern,0.194,,,,,,,,,,,,,,,,,,
0.36,Low Concern,0.214,,,,,,,,,,,,,,,,,,
0.33,Low Concern,0.157,,,,,,,,,,,,,,,,,,
0.37,Low Concern,0.224,,,,,,,,,,,,,,,,,,
0.04,Very Low Concern,0.28300000000000003,,,,,,,,,,,,,,,,,,
0.06,Very Low Concern,0.224,,,,,,,,,,,,,,,,,,
0.12,Very Low Concern,0.138,,,,,,,,,,,,,,,,,,
0.72,High Concern,0.181,,,,,,,,,,,,,,,,,,
0.25,Low Concern,0.278,,,,,,,,,,,,,,,,,,
0.33,Low Concern,0.244,,,,,,,,,,,,,,,,,,
0.57,Moderate Concern,0.211,,,,,,,,,,,,,,,,,,
0.39,Low Concern,0.163,,,,,,,,,,,,,,,,,,
0.69,High Concern,0.171,,,,,,,,,,,,,,,,,,
0.08,Very Low Concern,0.205,,,,,,,,,,,,,,,,,,
0.21,Low Concern,0.244,,,,,,,,,,,,,,,,,,
0.23,Low Concern,0.189,,,,,,,,,,,,,,,,,,
0.57,Moderate Concern,0.206,,,,,,,,,,,,,,,,,,
0.21,Low Concern,0.262,,,,,,,,,,,,,,,,,,
0.77,High Concern,0.174,,,,,,,,,,,,,,,,,,
0.61,High Concern,0.22,,,,,,,,,,,,,,,,,,
0.17,Very Low Concern,0.27,,,,,,,,,,,,,,,,,,
0.2,Low Concern,0.202,,,,,,,,,,,,,,,,,,
0.15,Very Low Concern,0.135,,,,,,,,,,,,,,,,,,
0.35,Low Concern,0.179,,,,,,,,,,,,,,,,,,
0.32,Low Concern,0.224,,,,,,,,,,,,,,,,,,
0.73,High Concern,0.198,,,,,,,,,,,,,,,,,,
0.44,Moderate Concern,0.184,,,,,,,,,,,,,,,,,,
0.03,Very Low Concern,0.264,,,,,,,,,,,,,,,,,,
0.02,Very Low Concern,0.263,,,,,,,,,,,,,,,,,,
0.19,Very Low Concern,0.23,,,,,,,,,,,,,,,,,,
0.08,Very Low Concern,0.265,,,,,,,,,,,,,,,,,,
0.38,Low Concern,0.22,,,,,,,,,,,,,,,,,,
0.48,Moderate Concern,0.189,,,,,,,,,,,,,,,,,,
0.12,Very Low Concern,0.24,,,,,,,,,,,,,,,,,,
0.54,Moderate Concern,0.209,,,,,,,,,,,,,,,,,,
0.27,Low Concern,0.188,,,,,,,,,,,,,,,,,,
0.67,High Concern,0.195,,,,,,,,,,,,,,,,,,
0.44,Moderate Concern,0.238,,,,,,,,,,,,,,,,,,
0.38,Low Concern,0.173,,,,,,,,,,,,,,,,,,
0.14,Very Low Concern,0.218,,,,,,,,,,,,,,,,,,
0.59,Moderate Concern,0.299,,,,,,,,,,,,,,,,,,
0.46,Moderate Concern,0.16,,,,,,,,,,,,,,,,,,
0.37,Low Concern,0.133,,,,,,,,,,,,,,,,,,
0.73,High Concern,0.185,,,,,,,,,,,,,,,,,,
0.72,High Concern,0.21,,,,,,,,,,,,,,,,,,
0.28,Low Concern,0.213,,,,,,,,,,,,,,,,,,
0.67,High Concern,0.21600000000000005,,,,,,,,,,,,,,,,,,
0.8,High Concern,0.18600000000000005,,,,,,,,,,,,,,,,,,
0.58,Moderate Concern,0.188,,,,,,,,,,,,,,,,,,
0.24,Low Concern,0.22,,,,,,,,,,,,,,,,,,
0.59,Moderate Concern,0.171,,,,,,,,,,,,,,,,,,
0.45,Moderate Concern,0.168,,,,,,,,,,,,,,,,,,
0.37,Low Concern,0.184,,,,,,,,,,,,,,,,,,
0.22,Low Concern,0.2,,,,,,,,,,,,,,,,,,
0.34,Low Concern,0.129,,,,,,,,,,,,,,,,,,
0.47,Moderate Concern,0.177,,,,,,,,,,,,,,,,,,
0.03,Very Low Concern,0.317,,,,,,,,,,,,,,,,,,
0.65,High Concern,0.278,,,,,,,,,,,,,,,,,,
0.35,Low Concern,0.157,,,,,,,,,,,,,,,,,,
0.58,Moderate Concern,0.174,,,,,,,,,,,,,,,,,,
0.31,Low Concern,0.236,,,,,,,,,,,,,,,,,,
0.17,Very Low Concern,0.293,,,,,,,,,,,,,,,,,,
0.15,Very Low Concern,0.218,,,,,,,,,,,,,,,,,,
0.01,Very Low Concern,0.249,,,,,,,,,,,,,,,,,,
0.23,Low Concern,0.227,,,,,,,,,,,,,,,,,,
0.35,Low Concern,0.153,,,,,,,,,,,,,,,,,,
0.43,Moderate Concern,0.236,,,,,,,,,,,,,,,,,,
0.38,Low Concern,0.224,,,,,,,,,,,,,,,,,,
0.26,Low Concern,0.266,,,,,,,,,,,,,,,,,,
0.62,High Concern,0.234,,,,,,,,,,,,,,,,,,
0.42,Moderate Concern,0.193,,,,,,,,,,,,,,,,,,
0.22,Low Concern,0.222,,,,,,,,,,,,,,,,,,
0.09,Very Low Concern,0.211,,,,,,,,,,,,,,,,,,
0.34,Low Concern,0.155,,,,,,,,,,,,,,,,,,
0.27,Low Concern,0.267,,,,,,,,,,,,,,,,,,
0.64,High Concern,0.2,,,,,,,,,,,,,,,,,,
0.63,High Concern,0.135,,,,,,,,,,,,,,,,,,
0.49,Moderate Concern,0.156,,,,,,,,,,,,,,,,,,
0.07,Very Low Concern,0.185,,,,,,,,,,,,,,,,,,
0.17,Very Low Concern,0.236,,,,,,,,,,,,,,,,,,
0.52,Moderate Concern,0.295,,,,,,,,,,,,,,,,,,
0.45,Moderate Concern,0.205,,,,,,,,,,,,,,,,,,
0.73,High Concern,0.233,,,,,,,,,,,,,,,,,,
0.29,Low Concern,0.225,,,,,,,,,,,,,,,,,,
0.08,Very Low Concern,0.201,,,,,,,,,,,,,,,,,,
0.07,Very Low Concern,0.314,,,,,,,,,,,,,,,,,,
0.38,Low Concern,0.189,,,,,,,,,,,,,,,,,,
0.71,High Concern,0.263,,,,,,,,,,,,,,,,,,
0.14,Very Low Concern,0.209,,,,,,,,,,,,,,,,,,
0.24,Low Concern,0.247,,,,,,,,,,,,,,,,,,
0.03,Very Low Concern,0.22,,,,,,,,,,,,,,,,,,
0.05,Very Low Concern,0.205,,,,,,,,,,,,,,,,,,
0.04,Very Low Concern,0.278,,,,,,,,,,,,,,,,,,
0.32,Low Concern,0.254,,,,,,,,,,,,,,,,,,
0.38,Low Concern,0.2,,,,,,,,,,,,,,,,,,
0.02,Very Low Concern,0.299,,,,,,,,,,,,,,,,,,
0.01,Very Low Concern,0.252,,,,,,,,,,,,,,,,,,
0.43,Moderate Concern,0.249,,,,,,,,,,,,,,,,,,
0.12,Very Low Concern,0.254,,,,,,,,,,,,,,,,,,
0.03,Very Low Concern,0.264,,,,,,,,,,,,,,,,,,
0.07,Very Low Concern,0.244,,,,,,,,,,,,,,,,,,
0.74,High Concern,0.335,,,,,,,,,,,,,,,,,,
0.02,Very Low Concern,0.289,,,,,,,,,,,,,,,,,,
